procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129444192  37368 306960    0    0     0   828 5890 19135  0  0 96  3  0
 0  2      0 129443232  37560 306992    0    0     0   812 4465 17208  1  0 96  3  0
 0  1      0 129442656  37744 307100    0    0     0   804 4139 17111  1  0 96  3  0
 0  2      0 129441776  37928 307200    0    0     4   972 3803 17245  1  0 96  3  0
 0  1      0 129440368  38128 307368    0    0     0   780 4179 17273  1  0 96  3  0
 0  1      0 129439976  38312 307336    0    0     0   844 3735 18851  1  0 96  3  0
 0  2      0 129439616  38504 307652    0    0     0   840 3725 17253  1  0 96  3  0
 0  1      0 129439224  38704 307592    0    0     0   912 3939 17424  1  0 96  3  0
 0  1      0 129438504  38888 307912    0    0     0   924 3787 17272  1  0 96  3  0
 0  1      0 129438904  39064 307980    0    0     0   792 3472 16942  0  0 96  3  0
 0  2      0 129438648  39264 308080    0    0     0   892 3704 18806  1  0 96  3  0
 0  1      0 129438184  39456 307988    0    0     0   796 3792 19063  1  0 96  3  0
 0  1      0 129437504  39624 308336    0    0     0   776 4021 17141  1  0 96  3  0
 0  1      0 129438064  39808 308396    0    0     0   804 4330 18849  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 129437176  40220 308460    0    0   400   660 4449 14749  0  0 95  4  0
 0  1      0 129436160  40404 308664    0    0     0   852 4236 17048  1  0 96  3  0
 0  1      0 129435616  40596 308584    0    0     0   868 4155 19225  1  0 96  3  0
 0  1      0 129435088  40772 309096    0    0     0   808 3865 17047  1  0 96  3  0
 0  1      0 129435616  40964 309060    0    0     0   876 4331 17155  1  0 96  3  0
 0  1      0 129435040  41164 309348    0    0     0   808 3942 17361  1  0 96  3  0
 1  1      0 129435008  41348 309448    0    0     0   808 4035 17148  1  0 96  3  0
 0  1      0 129434904  41524 309584    0    0     0   756 4240 17140  1  0 96  3  0
 0  2      0 129433432  41708 309576    0    0     0   796 4149 17330  1  0 96  3  0
 1  1      0 129432736  41900 309868    0    0     0   828 4034 17299  1  0 96  3  0
 0  1      0 129432616  42084 309920    0    0     0   804 4017 15370  0  0 96  3  0
 0  1      0 129432512  42268 310048    0    0     0   796 3897 17148  1  0 96  3  0
 0  2      0 129432384  42452 310072    0    0     0   780 3933 17262  1  0 96  3  0
